,year,willid,site,site_full,season,treat,height,willid_full,exp,dam,browse,beaver_status,beaver_year
849,2018,357,elk3,elk3-obs,spring,obs,43,elk3-obs-357,0,0,1,no bv,2019
850,2018,358,elk3,elk3-obs,spring,obs,190,elk3-obs-358,0,0,1,no bv,2019
851,2018,89317,elk3,elk3-obs,spring,obs,134,elk3-obs-89317,0,0,1,no bv,2019
852,2018,3,elk5,elk5-obs,spring,obs,101,elk5-obs-3,0,0,1,no bv,2019
853,2018,6,elk5,elk5-obs,spring,obs,74,elk5-obs-6,0,0,1,no bv,2019
854,2018,9,elk5,elk5-obs,spring,obs,127,elk5-obs-9,0,0,1,no bv,2019
855,2018,712,elk5,elk5-obs,spring,obs,89,elk5-obs-712,0,0,1,no bv,2019
856,2018,231,ghole,ghole-obs,spring,obs,167,ghole-obs-231,0,0,1,no bv,2019
857,2018,6,ghole,ghole-obs,spring,obs,234,ghole-obs-6,0,0,1,no bv,2019
858,2018,412,ghole,ghole-obs,spring,obs,176,ghole-obs-412,0,0,1,no bv,2019
859,2018,415,ghole,ghole-obs,spring,obs,187,ghole-obs-415,0,0,1,no bv,2019
860,2018,418,ghole,ghole-obs,spring,obs,102,ghole-obs-418,0,0,1,no bv,2019
861,2018,79716,ghole,ghole-obs,spring,obs,229,ghole-obs-79716,0,0,1,no bv,2019
862,2018,449,glen,glen-obs,spring,obs,91,glen-obs-449,0,0,1,no bv,2019
863,2018,452,glen,glen-obs,spring,obs,104,glen-obs-452,0,0,1,no bv,2019
864,2018,45517,glen,glen-obs,spring,obs,157,glen-obs-45517,0,0,1,no bv,2019
865,2018,457,glen,glen-obs,spring,obs,88,glen-obs-457,0,0,1,no bv,2019
866,2018,459,glen,glen-obs,spring,obs,76,glen-obs-459,0,0,1,no bv,2019
867,2018,421,hailbuf,hailbuf-obs,spring,obs,45,hailbuf-obs-421,0,0,1,no bv,2019
868,2018,4,hailbuf,hailbuf-obs,spring,obs,34,hailbuf-obs-4,0,0,1,no bv,2019
869,2018,433,hailbuf,hailbuf-obs,spring,obs,38,hailbuf-obs-433,0,0,1,no bv,2019
870,2018,17,hailbuf,hailbuf-obs,spring,obs,37,hailbuf-obs-17,0,0,1,no bv,2019
871,2018,16,lava,lava-obs,spring,obs,205,lava-obs-16,0,0,1,no bv,2019
872,2018,19,lava,lava-obs,spring,obs,22,lava-obs-19,0,0,1,no bv,2019
873,2018,24,lava,lava-obs,spring,obs,178,lava-obs-24,0,0,1,no bv,2019
874,2018,159,lb1,lb1-obs,spring,obs,194,lb1-obs-159,0,0,1,no bv,2019
875,2018,339,lb1,lb1-obs,spring,obs,262,lb1-obs-339,0,0,1,no bv,2019
876,2018,3,lb1,lb1-obs,spring,obs,303,lb1-obs-3,0,0,1,no bv,2019
877,2018,341,lb1,lb1-obs,spring,obs,313,lb1-obs-341,0,0,1,no bv,2019
878,2018,343,lb1,lb1-obs,spring,obs,302,lb1-obs-343,0,0,1,no bv,2019
879,2018,359,lb2,lb2-obs,spring,obs,137,lb2-obs-359,0,0,1,no bv,2019
880,2018,3,lb2,lb2-obs,spring,obs,162,lb2-obs-3,0,0,1,no bv,2019
881,2018,362,lb2,lb2-obs,spring,obs,182,lb2-obs-362,0,0,1,no bv,2019
882,2018,363,lb2,lb2-obs,spring,obs,230,lb2-obs-363,0,0,1,no bv,2019
883,2018,466,lb2,lb2-obs,spring,obs,108,lb2-obs-466,0,0,1,no bv,2019
884,2018,866,lb2,lb2-obs,spring,obs,121,lb2-obs-866,0,0,1,no bv,2019
885,2018,36415,lb2,lb2-obs,spring,obs,126,lb2-obs-36415,0,0,1,no bv,2019
886,2018,234,lb3,lb3-obs,spring,obs,203,lb3-obs-234,0,0,1,no bv,2019
887,2018,324,lb3,lb3-obs,spring,obs,203,lb3-obs-324,0,0,1,no bv,2019
888,2018,327,lb3,lb3-obs,spring,obs,120,lb3-obs-327,0,0,1,no bv,2019
889,2018,3,lb3,lb3-obs,spring,obs,113,lb3-obs-3,0,0,1,no bv,2019
890,2018,336,lb3,lb3-obs,spring,obs,338,lb3-obs-336,0,0,1,no bv,2019
891,2018,316,lb3,lb3-obs,spring,obs,153,lb3-obs-316,0,0,1,no bv,2019
892,2018,817,lb4,lb4-obs,spring,obs,227,lb4-obs-817,0,0,1,no bv,2019
893,2018,88517,lb4,lb4-obs,spring,obs,219,lb4-obs-88517,0,0,1,no bv,2019
894,2018,88317,lb4,lb4-obs,spring,obs,198,lb4-obs-88317,0,0,1,no bv,2019
895,2018,87717,lb4,lb4-obs,spring,obs,141,lb4-obs-87717,0,0,1,no bv,2019
896,2018,62,lb5,lb5-obs,spring,obs,410,lb5-obs-62,0,0,1,no bv,2019
897,2018,67,lb5,lb5-obs,spring,obs,220,lb5-obs-67,0,0,1,no bv,2019
898,2018,73,lb5,lb5-obs,spring,obs,164,lb5-obs-73,0,0,1,no bv,2019
899,2018,77,lb5,lb5-obs,spring,obs,202,lb5-obs-77,0,0,1,no bv,2019
900,2018,1,lostl,lostl-obs,spring,obs,53,lostl-obs-1,0,0,1,no bv,2019
901,2018,4,lostl,lostl-obs,spring,obs,130,lostl-obs-4,0,0,1,no bv,2019
902,2018,7,lostl,lostl-obs,spring,obs,58,lostl-obs-7,0,0,1,no bv,2019
903,2018,1,lostl,lostl-obs,spring,obs,71,lostl-obs-1,0,0,1,no bv,2019
904,2018,113,lostl,lostl-obs,spring,obs,240,lostl-obs-113,0,0,1,no bv,2019
905,2018,9,oxbow,oxbow-obs,spring,obs,62,oxbow-obs-9,0,0,1,no bv,2019
906,2018,312,oxbow,oxbow-obs,spring,obs,86,oxbow-obs-312,0,0,1,no bv,2019
907,2018,315,oxbow,oxbow-obs,spring,obs,79,oxbow-obs-315,0,0,1,no bv,2019
908,2018,318,oxbow,oxbow-obs,spring,obs,94,oxbow-obs-318,0,0,1,no bv,2019
909,2018,321,oxbow,oxbow-obs,spring,obs,113,oxbow-obs-321,0,0,1,no bv,2019
910,2018,438,rose,rose-obs,spring,obs,95,rose-obs-438,0,0,1,no bv,2019
911,2018,441,rose,rose-obs,spring,obs,60,rose-obs-441,0,0,1,no bv,2019
912,2018,444,rose,rose-obs,spring,obs,200,rose-obs-444,0,0,1,no bv,2019
913,2018,445,rose,rose-obs,spring,obs,170,rose-obs-445,0,0,1,no bv,2019
914,2018,446,rose,rose-obs,spring,obs,167,rose-obs-446,0,0,1,no bv,2019
915,2018,65,wb,wb-obs,spring,obs,252,wb-obs-65,0,0,1,no bv,2019
916,2018,67,wb,wb-obs,spring,obs,270,wb-obs-67,0,0,1,no bv,2019
917,2018,73,wb,wb-obs,spring,obs,176,wb-obs-73,0,0,1,no bv,2019
918,2018,76,wb,wb-obs,spring,obs,146,wb-obs-76,0,0,1,no bv,2019
919,2018,79,wb,wb-obs,spring,obs,190,wb-obs-79,0,0,1,no bv,2019
920,2018,82,wb,wb-obs,spring,obs,179,wb-obs-82,0,0,1,no bv,2019
921,2018,85,wb,wb-obs,spring,obs,207,wb-obs-85,0,0,1,no bv,2019
922,2018,88,wb,wb-obs,spring,obs,170,wb-obs-88,0,0,1,no bv,2019
923,2018,91,wb,wb-obs,spring,obs,189,wb-obs-91,0,0,1,no bv,2019
924,2018,94,wb,wb-obs,spring,obs,120,wb-obs-94,0,0,1,no bv,2019
925,2018,97,wb,wb-obs,spring,obs,167,wb-obs-97,0,0,1,no bv,2019
926,2018,293,wb,wb-obs,spring,obs,166,wb-obs-293,0,0,1,no bv,2019
927,2018,296,wb,wb-obs,spring,obs,336,wb-obs-296,0,0,1,no bv,2019
928,2018,1,wb,wb-obs,spring,obs,176,wb-obs-1,0,0,1,no bv,2019
929,2018,4,wb,wb-obs,spring,obs,104,wb-obs-4,0,0,1,no bv,2019
930,2018,7,wb,wb-obs,spring,obs,180,wb-obs-7,0,0,1,no bv,2019
931,2018,5,wb,wb-obs,spring,obs,57,wb-obs-5,0,0,1,no bv,2019
932,2018,513,wb,wb-obs,spring,obs,176,wb-obs-513,0,0,1,no bv,2019
933,2018,516,wb,wb-obs,spring,obs,102,wb-obs-516,0,0,1,no bv,2019
934,2018,915,wb,wb-obs,spring,obs,186,wb-obs-915,0,0,1,no bv,2019
935,2018,227,wb,wb-obs,spring,obs,169,wb-obs-227,0,0,1,no bv,2019
936,2018,2,wb,wb-obs,spring,obs,130,wb-obs-2,0,0,1,no bv,2019
937,2018,233,wb,wb-obs,spring,obs,258,wb-obs-233,0,0,1,no bv,2019
938,2018,236,wb,wb-obs,spring,obs,216,wb-obs-236,0,0,1,no bv,2019
939,2018,239,wb,wb-obs,spring,obs,288,wb-obs-239,0,0,1,no bv,2019
940,2018,242,wb,wb-obs,spring,obs,326,wb-obs-242,0,0,1,no bv,2019
941,2018,245,wb,wb-obs,spring,obs,277,wb-obs-245,0,0,1,no bv,2019
942,2018,248,wb,wb-obs,spring,obs,272,wb-obs-248,0,0,1,no bv,2019
943,2018,251,wb,wb-obs,spring,obs,302,wb-obs-251,0,0,1,no bv,2019
944,2018,254,wb,wb-obs,spring,obs,424,wb-obs-254,0,0,1,no bv,2019
945,2018,257,wb,wb-obs,spring,obs,219,wb-obs-257,0,0,1,no bv,2019
946,2018,2,wb,wb-obs,spring,obs,380,wb-obs-2,0,0,1,no bv,2019
947,2018,263,wb,wb-obs,spring,obs,366,wb-obs-263,0,0,1,no bv,2019
948,2018,266,wb,wb-obs,spring,obs,299,wb-obs-266,0,0,1,no bv,2019
949,2018,269,wb,wb-obs,spring,obs,209,wb-obs-269,0,0,1,no bv,2019
950,2018,275,wb,wb-obs,spring,obs,278,wb-obs-275,0,0,1,no bv,2019
951,2018,278,wb,wb-obs,spring,obs,350,wb-obs-278,0,0,1,no bv,2019
952,2018,281,wb,wb-obs,spring,obs,244,wb-obs-281,0,0,1,no bv,2019
953,2018,284,wb,wb-obs,spring,obs,265,wb-obs-284,0,0,1,no bv,2019
954,2018,7,wb,wb-obs,spring,obs,245,wb-obs-7,0,0,1,no bv,2019
955,2018,164,wb,wb-obs,spring,obs,206,wb-obs-164,0,0,1,no bv,2019
956,2018,167,wb,wb-obs,spring,obs,228,wb-obs-167,0,0,1,no bv,2019
957,2018,1,wb,wb-obs,spring,obs,285,wb-obs-1,0,0,1,no bv,2019
958,2018,173,wb,wb-obs,spring,obs,283,wb-obs-173,0,0,1,no bv,2019
959,2018,176,wb,wb-obs,spring,obs,387,wb-obs-176,0,0,1,no bv,2019
960,2018,179,wb,wb-obs,spring,obs,207,wb-obs-179,0,0,1,no bv,2019
961,2018,182,wb,wb-obs,spring,obs,296,wb-obs-182,0,0,1,no bv,2019
962,2018,185,wb,wb-obs,spring,obs,313,wb-obs-185,0,0,1,no bv,2019
963,2018,188,wb,wb-obs,spring,obs,338,wb-obs-188,0,0,1,no bv,2019
964,2018,191,wb,wb-obs,spring,obs,302,wb-obs-191,0,0,1,no bv,2019
965,2018,194,wb,wb-obs,spring,obs,266,wb-obs-194,0,0,1,no bv,2019
966,2018,197,wb,wb-obs,spring,obs,362,wb-obs-197,0,0,1,no bv,2019
967,2018,199,wb,wb-obs,spring,obs,207,wb-obs-199,0,0,1,no bv,2019
968,2018,3,wb,wb-obs,spring,obs,135,wb-obs-3,0,0,1,no bv,2019
969,2018,6,wb,wb-obs,spring,obs,84,wb-obs-6,0,0,1,no bv,2019
970,2018,9,wb,wb-obs,spring,obs,289,wb-obs-9,0,0,1,no bv,2019
971,2018,212,wb,wb-obs,spring,obs,296,wb-obs-212,0,0,1,no bv,2019
972,2018,215,wb,wb-obs,spring,obs,155,wb-obs-215,0,0,1,no bv,2019
973,2018,218,wb,wb-obs,spring,obs,193,wb-obs-218,0,0,1,no bv,2019
974,2018,218,wb,wb-obs,spring,obs,220,wb-obs-218,0,0,1,no bv,2019
975,2018,221,wb,wb-obs,spring,obs,354,wb-obs-221,0,0,1,no bv,2019
976,2018,224,wb,wb-obs,spring,obs,275,wb-obs-224,0,0,1,no bv,2019
977,2018,1,wb,wb-obs,spring,obs,390,wb-obs-1,0,0,1,no bv,2019
978,2018,4,wb,wb-obs,spring,obs,358,wb-obs-4,0,0,1,no bv,2019
979,2018,7,wb,wb-obs,spring,obs,273,wb-obs-7,0,0,1,no bv,2019
980,2018,1,wb,wb-obs,spring,obs,307,wb-obs-1,0,0,1,no bv,2019
981,2018,113,wb,wb-obs,spring,obs,276,wb-obs-113,0,0,1,no bv,2019
982,2018,116,wb,wb-obs,spring,obs,424,wb-obs-116,0,0,1,no bv,2019
983,2018,119,wb,wb-obs,spring,obs,318,wb-obs-119,0,0,1,no bv,2019
984,2018,125,wb,wb-obs,spring,obs,242,wb-obs-125,0,0,1,no bv,2019
985,2018,128,wb,wb-obs,spring,obs,254,wb-obs-128,0,0,1,no bv,2019
986,2018,131,wb,wb-obs,spring,obs,298,wb-obs-131,0,0,1,no bv,2019
987,2018,134,wb,wb-obs,spring,obs,335,wb-obs-134,0,0,1,no bv,2019
988,2018,137,wb,wb-obs,spring,obs,301,wb-obs-137,0,0,1,no bv,2019
989,2018,1,wb,wb-obs,spring,obs,236,wb-obs-1,0,0,1,no bv,2019
990,2018,143,wb,wb-obs,spring,obs,335,wb-obs-143,0,0,1,no bv,2019
991,2018,146,wb,wb-obs,spring,obs,412,wb-obs-146,0,0,1,no bv,2019
992,2018,149,wb,wb-obs,spring,obs,322,wb-obs-149,0,0,1,no bv,2019
993,2018,152,wb,wb-obs,spring,obs,315,wb-obs-152,0,0,1,no bv,2019
994,2018,155,wb,wb-obs,spring,obs,437,wb-obs-155,0,0,1,no bv,2019
995,2018,158,wb,wb-obs,spring,obs,481,wb-obs-158,0,0,1,no bv,2019
996,2018,161,wb,wb-obs,spring,obs,451,wb-obs-161,0,0,1,no bv,2019
997,2018,775,wb4,wb4-obs,spring,bv,225,wb4-obs-775,0,0,1,bv,2019
998,2018,778,wb4,wb4-obs,spring,bv,154,wb4-obs-778,0,0,1,bv,2019
999,2018,771,wb4,wb4-obs,spring,bv,237,wb4-obs-771,0,0,1,bv,2019
1000,2018,7,wb4,wb4-obs,spring,bv,284,wb4-obs-7,0,0,1,bv,2019
1001,2018,772,wb4,wb4-obs,spring,bv,280,wb4-obs-772,0,0,1,bv,2019
1002,2018,773,wb4,wb4-obs,spring,bv,296,wb4-obs-773,0,0,1,bv,2019
1003,2018,765,wb4,wb4-obs,spring,bv,229,wb4-obs-765,0,0,1,bv,2019
1004,2018,766,wb4,wb4-obs,spring,bv,364,wb4-obs-766,0,0,1,bv,2019
1005,2018,767,wb4,wb4-obs,spring,bv,142,wb4-obs-767,0,0,1,bv,2019
1006,2018,764,wb4,wb4-obs,spring,bv,233,wb4-obs-764,0,0,1,bv,2019
1007,2018,763,wb4,wb4-obs,spring,bv,267,wb4-obs-763,0,0,1,bv,2019
1008,2018,762,wb4,wb4-obs,spring,bv,99,wb4-obs-762,0,0,1,bv,2019
1009,2018,7,wb4,wb4-obs,spring,bv,119,wb4-obs-7,0,0,1,bv,2019
1010,2018,795,wb4,wb4-obs,spring,bv,310,wb4-obs-795,0,0,1,bv,2019
1011,2018,7,wb4,wb4-obs,spring,bv,324,wb4-obs-7,0,0,1,bv,2019
1012,2018,776,wb4,wb4-obs,spring,bv,216,wb4-obs-776,0,0,1,bv,2019
1013,2018,368,wb2,wb2-obs,spring,obs,313,wb2-obs-368,0,0,1,no bv,2019
1014,2018,1,wb2,wb2-obs,spring,obs,106,wb2-obs-1,0,0,1,no bv,2019
1015,2018,364,wb2,wb2-obs,spring,obs,121,wb2-obs-364,0,0,1,no bv,2019
1016,2018,366,wb2,wb2-obs,spring,obs,283,wb2-obs-366,0,0,1,no bv,2019
1017,2018,166,wb1,wb1-obs,spring,obs,219,wb1-obs-166,0,0,1,no bv,2019
1018,2018,169,wb1,wb1-obs,spring,obs,169,wb1-obs-169,0,0,1,no bv,2019
1019,2018,371,wb1,wb1-obs,spring,obs,131,wb1-obs-371,0,0,1,no bv,2019
1020,2018,373,wb1,wb1-obs,spring,obs,265,wb1-obs-373,0,0,1,no bv,2019
1021,2018,1,yancy,yancy-obs,spring,obs,226,yancy-obs-1,0,0,1,no bv,2019
1022,2018,4,yancy,yancy-obs,spring,obs,86,yancy-obs-4,0,0,1,no bv,2019
1023,2018,7,yancy,yancy-obs,spring,obs,173,yancy-obs-7,0,0,1,no bv,2019
1024,2018,13,yancy,yancy-obs,spring,obs,279,yancy-obs-13,0,0,1,no bv,2019
1025,2019,86,crescent,crescent-obs,spring,obs,72,crescent-obs-86,0,0,1,no bv,2019
1026,2019,89,crescent,crescent-obs,spring,obs,60,crescent-obs-89,0,0,1,no bv,2019
1027,2019,95,crescent,crescent-obs,spring,obs,50,crescent-obs-95,0,0,1,no bv,2019
1028,2019,414,crystal,crystal-obs,spring,bv,254,crystal-obs-414,0,0,1,bv,2019
1029,2019,795,crystal,crystal-obs,spring,bv,396,crystal-obs-795,0,0,1,bv,2019
1030,2019,832,crystal,crystal-obs,spring,bv,243,crystal-obs-832,0,0,1,bv,2019
1031,2019,836,crystal,crystal-obs,spring,bv,116,crystal-obs-836,0,0,1,bv,2019
1032,2019,851,crystal,crystal-obs,spring,bv,104,crystal-obs-851,0,0,1,bv,2019
1033,2019,911,crystal,crystal-obs,spring,bv,227,crystal-obs-911,0,0,1,bv,2019
1034,2019,924,crystal,crystal-obs,spring,bv,101,crystal-obs-924,0,0,1,bv,2019
1035,2019,7,crystal,crystal-obs,spring,bv,370,crystal-obs-7,0,0,1,bv,2019
1036,2019,9,crystal,crystal-obs,spring,bv,407,crystal-obs-9,0,0,1,bv,2019
1037,2019,4,crystal,crystal-obs,spring,bv,285,crystal-obs-4,0,0,1,bv,2019
1038,2019,493,crystal,crystal-obs,spring,bv,198,crystal-obs-493,0,0,1,bv,2019
1039,2019,863,crystal,crystal-obs,spring,bv,206,crystal-obs-863,0,0,1,bv,2019
1040,2019,846,crystal,crystal-obs,spring,bv,113,crystal-obs-846,0,0,1,bv,2019
1041,2019,837,crystal,crystal-obs,spring,bv,298,crystal-obs-837,0,0,1,bv,2019
1042,2019,857,crystal,crystal-obs,spring,bv,191,crystal-obs-857,0,0,1,bv,2019
1043,2019,854,crystal,crystal-obs,spring,bv,115,crystal-obs-854,0,0,1,bv,2019
1044,2019,2581,crystal,crystal-obs,spring,bv,541,crystal-obs-2581,0,0,1,bv,2019
1045,2019,20,crystal,crystal-obs,spring,bv,320,crystal-obs-20,0,0,1,bv,2019
1046,2019,23,crystal,crystal-obs,spring,bv,385,crystal-obs-23,0,0,1,bv,2019
1047,2019,26,crystal,crystal-obs,spring,bv,366,crystal-obs-26,0,0,1,bv,2019
1048,2019,29,crystal,crystal-obs,spring,bv,321,crystal-obs-29,0,0,1,bv,2019
1049,2019,25,crystal,crystal-obs,spring,bv,179,crystal-obs-25,0,0,1,bv,2019
1050,2019,2563,crystal,crystal-obs,spring,bv,366,crystal-obs-2563,0,0,1,bv,2019
1051,2019,2566,crystal,crystal-obs,spring,bv,378,crystal-obs-2566,0,0,1,bv,2019
1052,2019,2569,crystal,crystal-obs,spring,bv,238,crystal-obs-2569,0,0,1,bv,2019
1053,2019,2572,crystal,crystal-obs,spring,bv,598,crystal-obs-2572,0,0,1,bv,2019
1054,2019,2575,crystal,crystal-obs,spring,bv,305,crystal-obs-2575,0,0,1,bv,2019
1055,2019,2578,crystal,crystal-obs,spring,bv,541,crystal-obs-2578,0,0,1,bv,2019
1056,2019,2515,crystal,crystal-obs,spring,bv,531,crystal-obs-2515,0,0,1,bv,2019
1057,2019,2518,crystal,crystal-obs,spring,bv,542,crystal-obs-2518,0,0,1,bv,2019
1058,2019,2521,crystal,crystal-obs,spring,bv,232,crystal-obs-2521,0,0,1,bv,2019
1059,2019,2524,crystal,crystal-obs,spring,bv,149,crystal-obs-2524,0,0,1,bv,2019
1060,2019,2542,crystal,crystal-obs,spring,bv,352,crystal-obs-2542,0,0,1,bv,2019
1061,2019,2545,crystal,crystal-obs,spring,bv,499,crystal-obs-2545,0,0,1,bv,2019
1062,2019,2557,crystal,crystal-obs,spring,bv,224,crystal-obs-2557,0,0,1,bv,2019
1063,2019,2554,crystal,crystal-obs,spring,bv,280,crystal-obs-2554,0,0,1,bv,2019
1064,2019,2551,crystal,crystal-obs,spring,bv,291,crystal-obs-2551,0,0,1,bv,2019
1065,2019,2548,crystal,crystal-obs,spring,bv,64,crystal-obs-2548,0,0,1,bv,2019
1066,2019,2536,crystal,crystal-obs,spring,bv,288,crystal-obs-2536,0,0,1,bv,2019
1067,2019,2533,crystal,crystal-obs,spring,bv,283,crystal-obs-2533,0,0,1,bv,2019
1068,2019,2539,crystal,crystal-obs,spring,bv,272,crystal-obs-2539,0,0,1,bv,2019
1069,2019,25,crystal,crystal-obs,spring,bv,208,crystal-obs-25,0,0,1,bv,2019
1070,2019,493,eb1,eb1-obs,spring,obs,101,eb1-obs-493,0,0,1,no bv,2019
1071,2019,499,eb1,eb1-obs,spring,obs,135,eb1-obs-499,0,0,1,no bv,2019
1072,2019,2,eb1,eb1-obs,spring,obs,123,eb1-obs-2,0,0,1,no bv,2019
1073,2019,5,eb1,eb1-obs,spring,obs,163,eb1-obs-5,0,0,1,no bv,2019
1074,2019,611,eb1,eb1-obs,spring,obs,141,eb1-obs-611,0,0,1,no bv,2019
1075,2019,614,eb1,eb1-obs,spring,obs,149,eb1-obs-614,0,0,1,no bv,2019
1076,2019,617,eb1,eb1-obs,spring,obs,116,eb1-obs-617,0,0,1,no bv,2019
1077,2019,6,eb1,eb1-obs,spring,obs,164,eb1-obs-6,0,0,1,no bv,2019
1078,2019,626,eb1,eb1-obs,spring,obs,68,eb1-obs-626,0,0,1,no bv,2019
1079,2019,629,eb1,eb1-obs,spring,obs,150,eb1-obs-629,0,0,1,no bv,2019
1080,2019,6,eb1,eb1-obs,spring,obs,150,eb1-obs-6,0,0,1,no bv,2019
1081,2019,16,eb1,eb1-obs,spring,obs,270,eb1-obs-16,0,0,1,no bv,2019
1082,2019,17,eb1,eb1-obs,spring,obs,287,eb1-obs-17,0,0,1,no bv,2019
1083,2019,18,eb1,eb1-obs,spring,obs,246,eb1-obs-18,0,0,1,no bv,2019
1084,2019,19,eb1,eb1-obs,spring,obs,253,eb1-obs-19,0,0,1,no bv,2019
1085,2019,21,eb1,eb1-obs,spring,obs,332,eb1-obs-21,0,0,1,no bv,2019
1086,2019,22,eb1,eb1-obs,spring,obs,252,eb1-obs-22,0,0,1,no bv,2019
1087,2019,23,eb1,eb1-obs,spring,obs,187,eb1-obs-23,0,0,1,no bv,2019
1088,2019,24,eb1,eb1-obs,spring,obs,160,eb1-obs-24,0,0,1,no bv,2019
1089,2019,25,eb1,eb1-obs,spring,obs,278,eb1-obs-25,0,0,1,no bv,2019
1090,2019,28,eb1,eb1-obs,spring,obs,152,eb1-obs-28,0,0,1,no bv,2019
1091,2019,29,eb1,eb1-obs,spring,obs,160,eb1-obs-29,0,0,1,no bv,2019
1092,2019,814,eb1,eb1-obs,spring,obs,329,eb1-obs-814,0,0,1,no bv,2019
1093,2019,2,eb1,eb1-obs,spring,obs,215,eb1-obs-2,0,0,1,no bv,2019
1094,2019,381,eb1,eb1-obs,spring,obs,201,eb1-obs-381,0,0,1,no bv,2019
1095,2019,26,eb1,eb1-obs,spring,obs,155,eb1-obs-26,0,0,1,no bv,2019
1096,2019,2633,eb1,eb1-obs,spring,obs,80,eb1-obs-2633,0,0,1,no bv,2019
1097,2019,9,eb2,eb2-obs,spring,obs,286,eb2-obs-9,0,0,1,no bv,2019
1098,2019,789,eb2,eb2-obs,spring,obs,73,eb2-obs-789,0,0,1,no bv,2019
1099,2019,792,eb2,eb2-obs,spring,obs,350,eb2-obs-792,0,0,1,no bv,2019
1100,2019,795,eb2,eb2-obs,spring,obs,99,eb2-obs-795,0,0,1,no bv,2019
1101,2019,774,eb2,eb2-obs,spring,obs,110,eb2-obs-774,0,0,1,no bv,2019
1102,2019,771,eb2,eb2-obs,spring,obs,81,eb2-obs-771,0,0,1,no bv,2019
1103,2019,777,eb2,eb2-obs,spring,obs,74,eb2-obs-777,0,0,1,no bv,2019
1104,2019,7,eb2,eb2-obs,spring,obs,87,eb2-obs-7,0,0,1,no bv,2019
1105,2019,47,eb2,eb2-obs,spring,obs,188,eb2-obs-47,0,0,1,no bv,2019
1106,2019,48,eb2,eb2-obs,spring,obs,182,eb2-obs-48,0,0,1,no bv,2019
1107,2019,49,eb2,eb2-obs,spring,obs,221,eb2-obs-49,0,0,1,no bv,2019
1108,2019,51,eb2,eb2-obs,spring,obs,166,eb2-obs-51,0,0,1,no bv,2019
1109,2019,52,eb2,eb2-obs,spring,obs,239,eb2-obs-52,0,0,1,no bv,2019
1110,2019,53,eb2,eb2-obs,spring,obs,238,eb2-obs-53,0,0,1,no bv,2019
1111,2019,54,eb2,eb2-obs,spring,obs,251,eb2-obs-54,0,0,1,no bv,2019
1112,2019,54,eb2,eb2-obs,spring,obs,352,eb2-obs-54,0,0,1,no bv,2019
1113,2019,55,eb2,eb2-obs,spring,obs,352,eb2-obs-55,0,0,1,no bv,2019
1114,2019,56,eb2,eb2-obs,spring,obs,270,eb2-obs-56,0,0,1,no bv,2019
1115,2019,57,eb2,eb2-obs,spring,obs,357,eb2-obs-57,0,0,1,no bv,2019
1116,2019,58,eb2,eb2-obs,spring,obs,372,eb2-obs-58,0,0,1,no bv,2019
1117,2019,59,eb2,eb2-obs,spring,obs,275,eb2-obs-59,0,0,1,no bv,2019
1118,2019,61,eb2,eb2-obs,spring,obs,421,eb2-obs-61,0,0,1,no bv,2019
1119,2019,726,eb2,eb2-obs,spring,obs,220,eb2-obs-726,0,0,1,no bv,2019
1120,2019,525,eb2,eb2-obs,spring,obs,133,eb2-obs-525,0,0,1,no bv,2019
1121,2019,528,eb2,eb2-obs,spring,obs,66,eb2-obs-528,0,0,1,no bv,2019
1122,2019,519,eb2,eb2-obs,spring,obs,92,eb2-obs-519,0,0,1,no bv,2019
1123,2019,531,eb2,eb2-obs,spring,obs,138,eb2-obs-531,0,0,1,no bv,2019
1124,2019,534,eb2,eb2-obs,spring,obs,223,eb2-obs-534,0,0,1,no bv,2019
1125,2019,378,eb2,eb2-obs,spring,obs,386,eb2-obs-378,0,0,1,no bv,2019
1126,2019,374,eb2,eb2-obs,spring,obs,301,eb2-obs-374,0,0,1,no bv,2019
1127,2019,375,eb2,eb2-obs,spring,obs,144,eb2-obs-375,0,0,1,no bv,2019
1128,2019,376,eb2,eb2-obs,spring,obs,264,eb2-obs-376,0,0,1,no bv,2019
1129,2019,377,eb2,eb2-obs,spring,obs,271,eb2-obs-377,0,0,1,no bv,2019
1130,2019,345,elk1,elk1-obs,spring,obs,113,elk1-obs-345,0,0,1,no bv,2019
1131,2019,145,elk1,elk1-obs,spring,obs,59,elk1-obs-145,0,0,1,no bv,2019
1132,2019,35213,elk2,elk2-obs,spring,obs,137,elk2-obs-35213,0,0,1,no bv,2019
1133,2019,156,elk2,elk2-obs,spring,obs,139,elk2-obs-156,0,0,1,no bv,2019
1134,2019,349,elk2,elk2-obs,spring,obs,95,elk2-obs-349,0,0,1,no bv,2019
1135,2019,3,elk2,elk2-obs,spring,obs,169,elk2-obs-3,0,0,1,no bv,2019
1136,2019,353,elk2,elk2-obs,spring,obs,98,elk2-obs-353,0,0,1,no bv,2019
1137,2019,355,elk3,elk3-obs,spring,obs,133,elk3-obs-355,0,0,1,no bv,2019
1138,2019,357,elk3,elk3-obs,spring,obs,185,elk3-obs-357,0,0,1,no bv,2019
1139,2019,358,elk3,elk3-obs,spring,obs,180,elk3-obs-358,0,0,1,no bv,2019
1140,2019,89317,elk3,elk3-obs,spring,obs,115,elk3-obs-89317,0,0,1,no bv,2019
